met_id,abbreviation,createdDate,updatedDate,fullName,description,synonyms,iupac,neutralFormula,chargedFormula,charge,avgmolweight,monoisotopicweight,miriam,biggId,lmId,ehmnId,hepatonetId,keggId,pubChemId,cheBlId,chembl,inchiString,inchiKey,smile,hmdb,metanetx,seed,pdmapName,reconMap,reconMap3,golgimap,lysosomemap,mitochondrionmap,nucleusmap,peroxisomemap,reticulummap,food_db,chemspider,biocyc,wikipedia,drugbank,knapsack,phenolExplorer,metlin,casRegistry,epa_id,echa_id,iuphar_id,fda_id,mesh_id,chodb_id,isHuman,isMicrobe,Compound_ID,Pathway_ID,Pathway_Name
2210,C14770,2018-05-31T15:54:08.170242Z,2019-02-08T16:22:40.346526Z,"11,12-Epoxyeicosatrienoic acid","Human Metabolome Database (HMDB): 11,12-Epoxyeicosatrienoic acid is an epoxyeicosatrienoic acid (EET). Induction of CYP2C8 in native coronary artery endothelial cells by beta-naphthoflavone enhances the formation of 11,12-epoxyeicosatrienoic acid, as well as endothelium-derived hyperpolarizing factor-mediated hyperpolarization and relaxation. Transfection of coronary arteries with CYP2C8 antisense oligonucleotides resulted in decreased levels of CYP2C and attenuated the endothelium-derived hyperpolarizing factor-mediated vascular responses. Thus, a CYP-epoxygenase product is an essential component of the endothelium-derived hyperpolarizing factor-mediated relaxation in the porcine coronary artery, and CYP2C8 fulfills the criteria for the coronary endothelium-derived hyperpolarization factor synthase. The role of EETs in regulation of the cerebral circulation has become more important, since it was realized that EETs are produced in another specialized cell type of the brain, the astrocytes. It has become evident that EETs released from astrocytes may mediate cerebral functional hyperemia. Molecular and pharmacological evidence hve shown that neurotransmitter release and spillover onto astrocytes can generate EETs. Since these EETs may reach the vasculature via astrocyte foot-processes, they have the same potential as their endothelial counterparts to hyperpolarize and dilate cerebral vessels. P450 enzymes contain heme in their catalytic domain and nitric oxide (NO) appears to bind to these heme moieties and block formation of P450 products, including EETs. Thus, there appears to be crosstalk between P450 enzymes and NO/NO synthase. The role of fatty acid metabolites and cerebral blood flow becomes even more complex in light of data demonstrating that cyclooxygenase products can act as substrates for P450 enzymes. (PMID: 17494091, 17468203, 17434916, 17406062, 17361113, 15581597, 11413051, 10519554).","(+/-)11(12)-eet***(+/-)11(12)-epetre***(+/-)11,12-epetre***(5Z,8Z,14Z)-11,12-Epoxyeicosa-5,8,14-trienoate***(5Z,8Z,14Z)-11,12-Epoxyeicosa-5,8,14-trienoic acid***(5Z,8Z,14Z)-11,12-Epoxyicosa-5,8,14-trienoate***(5Z,8Z,14Z)-11,12-Epoxyicosa-5,8,14-trienoic acid***11,12-Eet***11,12-Epoxy-5Z,8Z,14Z-eicosatrienoate***11,12-Epoxy-5Z,8Z,14Z-eicosatrienoic acid***11,12-Epoxy-5,8,14-eicosatrienoic acid***11,12-Epoxyeicosatrienoic acid***11,12-Epoxy-5,8,14-eicosatrienoic acid, (2alpha(5Z,8Z),3alpha(Z))-isomer***11,12-oxido-5,8,14-Eicosatrienoic acid","(5E,8E)-10-{3-[(2E)-oct-2-en-1-yl]oxiran-2-yl}deca-5,8-dienoic acid",,C20H31O3,-1,320.4663,320.2351449,http://identifiers.org/vmhmetabolite/C14770,C14770,LMFA03080004,C14770,,C14770,5353269,,,"InChI=1S/C20H32O3/c1-2-3-4-5-9-12-15-18-19(23-18)16-13-10-7-6-8-11-14-17-20(21)22/h6,8-10,12-13,18-19H,2-5,7,11,14-17H2,1H3,(H,21,22)/p-1/b8-6+,12-9-,13-10-",DXOYQVHGIODESM-QXQNWPQMSA-M,[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C1([H])OC1([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],HMDB0004673,MNXM6048,,,C14770,C14770,,,,,,,FDB023399,4510033,,,,,,7069,81276-02-0,,,,,,C14770,True,False,cpd:C14770,path:map04726;path:map01100;path:map04913;path:map00590;path:map04270,Serotonergic synapse;Metabolic pathways;Ovarian steroidogenesis;Arachidonic acid metabolism;Vascular smooth muscle contraction
2212,C14771,2018-05-31T15:54:08.170242Z,2019-02-08T16:22:38.219402Z,"14,15-Epoxy-5,8,11-eicosatrienoic acid","Human Metabolome Database (HMDB): 14,15-epoxy-5,8,11-eicosatrienoic acid is an epoxyeicosatrienoic acid (EET), a metabolite of arachidonic acid. The P450 eicosanoids epoxyeicosatrienoic acids (EETs) are endogenous lipid mediators produced by P450 epoxygenases and metabolized through multiple pathways including soluble epoxide hydrolase (sEH). The cytochrome P-450 (P450) monooxygenase pathway includes enzymes of the CYP1A, CYP2B, CYP2C, CYP2E, and CYP2J subfamilies that catalyze the formation of four regioisomeric products, 5,6-, 8,9-, 11,12-, and 14,15-epoxyeicosatrienoic acid. EETs are produced in brain and perform important biological functions, including protection from ischemic injury. Both light flashes and direct glial stimulation produce vasodilatation mediated by EETs. EETs may be involved in the development of hypertension and endothelial dysfunction in DOCA-salt rats, but not in excessive collagen deposition or electrophysiological abnormalities. EETs have vasodilator and natriuretic effect. Blockade of EET formation is associated with salt-sensitive hypertension. Four regioisomeric cis-EET are primary products of arachidonic acid metabolism by cytochrome P450 epoxygenases. Upon hydration by soluble epoxide hydrolase (sEH), EET are metabolized to dihydroxyeicosatrienoic acids (DHET). These hydration products are more stable and less biologically active than EETs. (PMID: 17494091, 17468203, 17434916, 17406062, 17361113, 15581597).","(+/-)14,15-epetre***(5Z,8Z,11Z)-14,15-Epoxyeicosa-5.8.11-trienoic acid***(5Z,8Z,11Z)-14,15-Epoxyicosa-5.8.11-trienoic acid***14(15)-EpETrE-ea***14,15-Epoxy-5Z,8Z,11Z-eicosatrienoic acid***14,15-Epoxy-5Z,8Z,11Z-icosatrienoic acid***all-cis-14,15-Epoxyeicosa-5,8,11-trienoic acid***14,15-Epoxy-5,8,11-eicosatrienoate***(5Z,8Z,11Z)-14,15-Epoxyeicosa-5.8.11-trienoate***(5Z,8Z,11Z)-14,15-Epoxyicosa-5.8.11-trienoate***14,15-Epoxy-5Z,8Z,11Z-eicosatrienoate***14,15-Epoxy-5Z,8Z,11Z-icosatrienoate***all-cis-14,15-Epoxyeicosa-5,8,11-trienoate***14(15)-EpETrE***14,15-EET***14,15-EpETrE***14,15-Epoxy-5,8,11-eicosatrienoic acid, (2alpha(5Z,8Z,11Z),3alpha)-isomer***14,15-Epoxyeicosatrienoic acid***14,15-oxido-5,8,11-Eicosatrienoic acid","(5Z,8Z,11Z)-13-(3-pentyloxiran-2-yl)trideca-5,8,11-trienoic acid",,C20H31O3,-1,320.4663,320.2351449,http://identifiers.org/vmhmetabolite/C14771,C14771,LMFA03080005,C14771,,C14771,5283205,34157,,"InChI=1S/C20H32O3/c1-2-3-12-15-18-19(23-18)16-13-10-8-6-4-5-7-9-11-14-17-20(21)22/h4,6-7,9-10,13,18-19H,2-3,5,8,11-12,14-17H2,1H3,(H,21,22)/p-1/b6-4-,9-7+,13-10-",JBSCUHKPLGKXKH-GDWIHFMBSA-M,[H]\C(=C(/[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C1([H])OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,HMDB0004264,MNXM6053,,,C14771,C14771,,,,,,,FDB023356,4446326,,,,,,,81276-03-1,,,,,,C14771,True,False,cpd:C14771,path:map04726;path:map01100;path:map00590;path:map04270,Serotonergic synapse;Metabolic pathways;Arachidonic acid metabolism;Vascular smooth muscle contraction
2201,C14825,2018-05-31T15:54:08.170242Z,2019-02-08T16:22:40.657904Z,"9,10-Epoxyoctadecenoic acid","Human Metabolome Database (HMDB): 9,10-Epoxyoctadecenoic acid (9,10-EOA) is a peroxidation product of linoleic acid (LA). 9,10-EOA is a naturally occurring component of oxidized low density lipoprotein (LDL), the level of which increases with aging, atherosclerosis, and rheumatoid arthritis, perhaps due to an increase in 15-lipoxygenase and free oxygen radicals. 9,10-EOA is a proliferator-activated receptors (PPAR) gamma2 ligand, that is antiosteogenic without stimulating adipocyte differentiation. Studies in dogs suggest that 9,10-EOA has toxic cardiovascular effects. (PMID: 12665667, 12021203, 10667371).","9(10)-Epoxyoctadec-12Z-enoic acid***9,10-EOA***9,10-Epoxy-12Z-octadecenoic acid***9,10-Epoxyoctadec-12(Z)-enoic acid***Coronaric acid***9(10)-Epoxyoctadec-12Z-enoate***9,10-Epoxyoctadecenoate***9,10-Epoxy-12Z-octadecenoate***9,10-Epoxyoctadec-12(Z)-enoate***Coronarate***(+/-)-9(10)-epoxy-12Z-octadecenoate***(+/-)-9(10)-epoxy-12Z-octadecenoic acid***9(10)-EpOME",8-{3-[(2Z)-oct-2-en-1-yl]oxiran-2-yl}octanoic acid,,C18H31O3,-1,296.4449,296.2351449,http://identifiers.org/vmhmetabolite/C14825,C14825,,C14825,,C14825,6246154,,,"InChI=1S/C18H32O3/c1-2-3-4-5-7-10-13-16-17(21-16)14-11-8-6-9-12-15-18(19)20/h7,10,16-17H,2-6,8-9,11-15H2,1H3,(H,19,20)/p-1/b10-7-/t16-,17+/m0/s1",FBUKMFOXMZRGRB-SQGUUQMOSA-M,[H]\C(=C(/[H])C([H])([H])[C@]1([H])O[C@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],HMDB0004701,MNXM6142,,,,C14825,,,,,,,FDB003107,4861048,,,,,,,,,,,,,C14825,True,False,cpd:C14825,path:map01100;path:map00591,Metabolic pathways;Linoleic acid metabolism
2199,C14826,2018-05-31T15:54:08.170242Z,2019-02-08T16:22:40.859693Z,"12,13-EpOME","Human Metabolome Database (HMDB): 12,13-EpOME is the 12,13-cis epoxide of linoleic acid, generated by neutrophils during the oxidative burst. The toxicity and biosynthesis of 12,13-EpOME has not been well differentiated from 9,10-EpOME, but has been presumed to be essentially the same.P.","(9Z)-11-(3-Pentyloxiran-2-yl)undec-9-enoic acids***(9Z)-12,13-Epoxyoctadecenoic acid***12(13)-EpOME***12,13-cis-Epoxyoctadecenoic acid***12,13-Epoxy-9(Z)-octadecenoic acid***12,13-Epoxy-cis-9-octadecenoic acid***12,13-Monoepoxy-cis-9-octadecenoic acid***Acide vernolique***cis-12,13-Ep, 9C-18:1***cis-12,13-Epoxy-9-octadecenoic acid***Vernolic acids***Vernolsaeure***Vernolsaeuren***(9Z)-12,13-Epoxyoctadecenoate***12,13-cis-Epoxyoctadecenoate***12,13-Epoxy-9(Z)-octadecenoate***12,13-Epoxy-cis-9-octadecenoate***12,13-Monoepoxy-cis-9-octadecenoate***cis-12,13-Epoxy-9-octadecenoate***(+/-)-12(13)-epoxy-9Z-octadecenoate***(+/-)-12(13)-epoxy-9Z-octadecenoic acid***(9Z)-11-(3-Pentyloxiran-2-yl)undec-9-enoate***(9Z)-11-(3-Pentyloxiran-2-yl)undec-9-enoic acid***12,13-Epoxyoctadec-9(Z)-enoate***12,13-Epoxyoctadec-9(Z)-enoic acid***Vernolic acid***cis-12-Epoxyoctadeca-cis-9-enoate***cis-12-Epoxyoctadeca-cis-9-enoic acid***Vernoleate",(9Z)-11-(3-pentyloxiran-2-yl)undec-9-enoic acid,,C18H31O3,-1,296.4449,296.2351449,http://identifiers.org/vmhmetabolite/C14826,C14826,LMFA02000038,C14826,,C14826,5356421,38299,,"InChI=1S/C18H32O3/c1-2-3-10-13-16-17(21-16)14-11-8-6-4-5-7-9-12-15-18(19)20/h8,11,16-17H,2-7,9-10,12-15H2,1H3,(H,19,20)/p-1/b11-8-",CCPPLLJZDQAOHD-FLIBITNWSA-M,[H]\C(=C(/[H])C([H])([H])C1([H])OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,HMDB0004702,MNXM91839,,,,C14826,,,,,,,FDB023414,4512106,,,,,,,,,,,,,C14826,True,False,cpd:C14826,path:map01100;path:map00591,Metabolic pathways;Linoleic acid metabolism
2390,C14849,2018-05-31T15:54:08.170242Z,2018-11-22T10:32:10.658984Z,"Benzo[A]Pyrene-9,10-Oxide",,,,,C20H12O,0,,,http://identifiers.org/vmhmetabolite/C14849,C14849,,,,C14849,37456,,,"InChI=1S/C20H12O/c1-2-11-4-5-13-10-14-7-9-16-20(21-16)19(14)15-8-6-12(3-1)17(11)18(13)15/h1-10,16,20H",GOEJUYABKOTLJA-UHFFFAOYSA-N,[H]C1=C([H])C2=C([H])C([H])=C3C([H])=C4C([H])=C([H])C5([H])OC5([H])C4=C4C([H])=C([H])C(=C1[H])C2=C34,,MNXM7106,,,,,,,,,,,,,,,,,,,,,,,,,C14849,True,False,cpd:C14849,path:map05204;path:map00980,Chemical carcinogenesis - DNA adducts;Metabolism of xenobiotics by cytochrome P450
2388,C14851,2018-05-31T15:54:08.170242Z,2018-11-22T10:32:11.493137Z,"Benzo[A]Pyrene-4,5-Oxide",,,,,C20H12O,0,,,http://identifiers.org/vmhmetabolite/C14851,C14851,,,,C14851,37786,,,"InChI=1S/C20H12O/c1-2-6-13-12(4-1)10-16-18-14(13)9-8-11-5-3-7-15(17(11)18)19-20(16)21-19/h1-10,19-20H",XGZQLNASOQVQTD-UHFFFAOYSA-N,[H]C1=C([H])C([H])=C2C(=C1[H])C([H])=C1C3=C2C([H])=C([H])C2=C([H])C([H])=C([H])C(=C32)C2([H])OC12[H],,MNXM7104,cpd10548,,,,,,,,,,,,,,,,,,,,,,,,C14851,True,False,cpd:C14851,path:map05204;path:map00980,Chemical carcinogenesis - DNA adducts;Metabolism of xenobiotics by cytochrome P450
1799,CE0233,2018-05-31T15:54:08.170242Z,2018-11-22T10:32:23.749596Z,"5Beta-Cholestane-3Alpha,7Alpha,27-Triol",,,,,C27H48O3,0,,,http://identifiers.org/vmhmetabolite/CE0233,CE0233,,,,,,,,"InChI=1S/C27H48O3/c1-17(7-6-12-25(2,3)30)20-8-9-21-24-22(11-14-27(20,21)5)26(4)13-10-19(28)15-18(26)16-23(24)29/h17-24,28-30H,6-16H2,1-5H3/t17-,18-,19+,20-,21-,22-,23+,24-,26?,27-/m1/s1",UROPIWALBBMYRP-CVWSJRAXSA-N,[H]O[C@@]1([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])[C@]([H])(C1([H])[H])C([H])([H])[C@]([H])(O[H])[C@]1([H])[C@@]3([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]21[H],,MNXM151435,,,CE0233,CE0233,,,,,,,,,,,,,,,,,,,,,CE0233,True,False,,,
2331,CE0347,2018-05-31T15:54:08.170242Z,2018-12-03T15:52:25.424914Z,12-Hydroxyeicosatetraenoate,,,,,C20H31O3,-1,,,http://identifiers.org/vmhmetabolite/CE0347,CE0347,LMFA03060064,CE0347,,,5312983,,,"InChI=1S/C20H32O3/c1-2-3-4-5-10-13-16-19(21)17-14-11-8-6-7-9-12-15-18-20(22)23/h7-11,13-14,17,19,21H,2-6,12,15-16,18H2,1H3,(H,22,23)/p-1/b9-7+,11-8?,13-10-,17-14?",ZNHVWPKMFKADKW-FUOBAMOMSA-M,[H]OC([H])(C(\[H])=C(\[H])/C(/[H])=C(/[H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],,MNXM162888,,,CE0347,CE0347,,,,,,CE0347,,,,,,,,,,,,,,,CE0347,True,False,,,
1761,CE0469,2018-05-31T15:54:08.170242Z,2018-11-22T10:32:24.949345Z,Gama-L-Glutamyl-L-Alanine,,,,,C8H13N2O5,-1,,,http://identifiers.org/vmhmetabolite/CE0469,CE0469,,CE0469,,,11183554,,,"InChI=1S/C8H14N2O5/c1-4(7(12)13)10-6(11)3-2-5(9)8(14)15/h4-5H,2-3,9H2,1H3,(H,10,11)(H,12,13)(H,14,15)/p-1/t4-,5+/m0/s1",WQXXXVRAFAKQJM-CRCLSJGQSA-M,[H]N(C(=O)C([H])([H])C([H])([H])[C@]([H])(C([O-])=O)[N+]([H])([H])[H])[C@]([H])(C([O-])=O)C([H])([H])[H],,MNXM167779,,,CE0469,,,,,,,,,,,,,,,,,,,,,,CE0469,True,False,,,
2057,CE0692,2018-05-31T15:54:08.170242Z,2018-11-22T10:32:25.391313Z,3-Oxolaur-Cis-5-Enoyl Coenzyme A,,,,,C33H50N7O18P3S,-4,,,http://identifiers.org/vmhmetabolite/CE0692,CE0692,,,,,,,,"InChI=1S/C33H54N7O18P3S/c1-4-5-6-7-8-9-10-11-21(41)16-24(43)62-15-14-35-23(42)12-13-36-31(46)28(45)33(2,3)18-55-61(52,53)58-60(50,51)54-17-22-27(57-59(47,48)49)26(44)32(56-22)40-20-39-25-29(34)37-19-38-30(25)40/h9-10,19-20,22,26-28,32,44-45H,4-8,11-18H2,1-3H3,(H,35,42)(H,36,46)(H,50,51)(H,52,53)(H2,34,37,38)(H2,47,48,49)/p-4/b10-9-/t22?,26?,27?,28?,32-/m0/s1",VKLHSLOWDWGVGP-HTMDDOFJSA-J,[H]OC([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C(=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C1([H])O[C@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])C([H])(O[H])C1([H])OP([O-])([O-])=O,,MNXM166246,,,CE0692,,,,,,,,,,,,,,,,,,,,,,CE0692,True,False,,,
1774,CE0693,2018-05-31T15:54:08.170242Z,2018-12-03T15:36:45.638081Z,3-Oxolaur-6-Cis-Enoyl Coenzyme A,,,,,C33H50N7O18P3S,-4,,,http://identifiers.org/vmhmetabolite/CE0693,CE0693,,CE0693,,,,,,"InChI=1S/C33H54N7O18P3S/c1-4-5-6-7-8-9-10-11-21(41)16-24(43)62-15-14-35-23(42)12-13-36-31(46)28(45)33(2,3)18-55-61(52,53)58-60(50,51)54-17-22-27(57-59(47,48)49)26(44)32(56-22)40-20-39-25-29(34)37-19-38-30(25)40/h8-9,19-20,22,26-28,32,44-45H,4-7,10-18H2,1-3H3,(H,35,42)(H,36,46)(H,50,51)(H,52,53)(H2,34,37,38)(H2,47,48,49)/p-4/b9-8+/t22?,26?,27?,28?,32-/m0/s1",QERQHDHPFGSFJE-NTEQCNOVSA-J,[H]OC([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C1([H])O[C@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])C([H])(O[H])C1([H])OP([O-])([O-])=O,,MNXM166245,,,CE0693,CE0693,,,CE0693,,CE0693,,,,,,,,,,,,,,,,CE0693,True,False,,,
2063,CE0695,2018-05-31T15:54:08.170242Z,2018-06-26T13:56:24.927020Z,Cis-Laur-5-Enoyl Coenzyme A,,,,,C33H52N7O17P3S,-4,,,http://identifiers.org/vmhmetabolite/CE0695,,,CE0695,HC10695,,,,,"InChI=1S/C33H56N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-24(42)61-17-16-35-23(41)14-15-36-31(45)28(44)33(2,3)19-54-60(51,52)57-59(49,50)53-18-22-27(56-58(46,47)48)26(43)32(55-22)40-21-39-25-29(34)37-20-38-30(25)40/h9-10,20-22,26-28,32,43-44H,4-8,11-19H2,1-3H3,(H,35,41)(H,36,45)(H,49,50)(H,51,52)(H2,34,37,38)(H2,46,47,48)/p-4/t22-,26-,27-,28+,32-/m1/s1",RCVJZGBRLGUTKT-GMHMEAMDSA-J,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,,,,,CE0695,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
1676,CE0713,2018-05-31T15:54:08.170242Z,2018-12-03T15:36:48.338800Z,3-Oxolinoleoyl Coenzyme A,,,,,C39H60N7O18P3S,-4,,,http://identifiers.org/vmhmetabolite/CE0713,CE0713,,CE0713,,,,,,"InChI=1S/C39H64N7O18P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-27(47)22-30(49)68-21-20-41-29(48)18-19-42-37(52)34(51)39(2,3)24-61-67(58,59)64-66(56,57)60-23-28-33(63-65(53,54)55)32(50)38(62-28)46-26-45-31-35(40)43-25-44-36(31)46/h8-9,11-12,25-26,28,32-34,38,50-51H,4-7,10,13-24H2,1-3H3,(H,41,48)(H,42,52)(H,56,57)(H,58,59)(H2,40,43,44)(H2,53,54,55)/p-4/b9-8-,12-11-/t28?,32?,33?,34?,38-/m0/s1",XROJENOQBXZHJA-OUXAGQEVSA-J,[H]OC([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C1([H])O[C@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])C([H])(O[H])C1([H])OP([O-])([O-])=O,,MNXM166247,,,CE0713,CE0713,,,CE0713,,CE0713,,,,,,,,,,,,,,,,CE0713,True,False,,,
2055,CE0782,2018-05-31T15:54:08.170242Z,2018-11-22T10:32:26.881345Z,3-Oxomyrist-7-Enoyl Coenzyme A,,,,,C35H54N7O18P3S,-4,,,http://identifiers.org/vmhmetabolite/CE0782,CE0782,,CE0782,HC10782,,,,,"InChI=1S/C35H58N7O18P3S/c1-4-5-6-7-8-9-10-11-12-13-23(43)18-26(45)64-17-16-37-25(44)14-15-38-33(48)30(47)35(2,3)20-57-63(54,55)60-62(52,53)56-19-24-29(59-61(49,50)51)28(46)34(58-24)42-22-41-27-31(36)39-21-40-32(27)42/h9-10,21-22,24,28-30,34,46-47H,4-8,11-20H2,1-3H3,(H,37,44)(H,38,48)(H,52,53)(H,54,55)(H2,36,39,40)(H2,49,50,51)/p-4/b10-9-/t24-,28-,29-,30+,34-/m0/s1",BEPLLRGJVXAEJI-FQGPXWSMSA-J,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,,MNXM166248,,,CE0782,,,,,,,,,,,,,,,,,,,,,,CE0782,True,False,,,
2060,CE0784,2018-05-31T15:54:08.170242Z,2018-06-26T13:56:26.316333Z,Cis-Myrist-7-Enoyl Coenzyme A,,,,,C35H56N7O17P3S,-4,,,http://identifiers.org/vmhmetabolite/CE0784,,,CE0784,HC10784,,,,,"InChI=1S/C35H60N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-26(44)63-19-18-37-25(43)16-17-38-33(47)30(46)35(2,3)21-56-62(53,54)59-61(51,52)55-20-24-29(58-60(48,49)50)28(45)34(57-24)42-23-41-27-31(36)39-22-40-32(27)42/h9-10,22-24,28-30,34,45-46H,4-8,11-21H2,1-3H3,(H,37,43)(H,38,47)(H,51,52)(H,53,54)(H2,36,39,40)(H2,48,49,50)/p-4/b10-9+/t24-,28-,29-,30+,34-/m1/s1",JPIHVKICKVPFFY-CFNUXZCISA-J,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
1766,CE0785,2018-05-31T15:54:08.170242Z,2018-12-03T15:36:45.124838Z,"Cis,Cis-Myristo-5,8-Dienoyl Coenzyme A",,,,,C35H54N7O17P3S,-4,,,http://identifiers.org/vmhmetabolite/CE0785,,,CE0785,,,21252281,,,"InChI=1S/C35H58N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-26(44)63-19-18-37-25(43)16-17-38-33(47)30(46)35(2,3)21-56-62(53,54)59-61(51,52)55-20-24-29(58-60(48,49)50)28(45)34(57-24)42-23-41-27-31(36)39-22-40-32(27)42/h8-9,11-12,22-24,28-30,34,45-46H,4-7,10,13-21H2,1-3H3,(H,37,43)(H,38,47)(H,51,52)(H,53,54)(H2,36,39,40)(H2,48,49,50)/p-4/b9-8-,12-11-",MJBZUCVXTFUVFY-MURFETPASA-J,[H]OC([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C1([H])OC([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])C([H])(O[H])C1([H])OP([O-])([O-])=O,,,,,CE0785,CE0785,,,CE0785,,CE0785,,,,,,,,,,,,,,,,,True,False,,,
